K	Lag	Month	Model	CoefB0	CoefBvazao	CoefBX1	CoefBX2	CoefBX3	NSE.orig	NSE.comp	Alpha.NSE	Beta.NSE	r.NSE	KGE.orig	Alpha.KGE	Beta.KGE	r.KGE
224	4	1	PAR	372.524766855946	1.55143674075882	0	0	0	-1.29676859321043	-1.15255115320943	0.157044965445912	1.13927914051345	0.541465711710791	-0.162517010972949	0.157044965445912	1.65621560251529	0.541465711710791
224	4	1	PARX	448.218414490925	1.27404050416747	12.6669662408178	0	0	-1.97826877163795	-1.77050864494885	0.173877882986958	1.36742134698927	0.372577613723465	-0.302492862127511	0.173877882986958	1.78762367465311	0.372577613723465
224	4	1	RIDGE	496.037252178863	0.589617002077611	7.35353105813893	1.86820940186046	2.75948404346852	-2.39825130091427	-2.15386514642137	0.0943675139638559	1.48306284102734	0.288846603118696	-0.433744077206208	0.0943675139638559	1.85423224316579	0.288846603118696
224	4	2	PAR	360.12016164351	1.37967406516569	0	0	0	-0.810807354918919	-0.727201437553731	0.238845106865332	0.86744063559802	0.172284885561589	-0.193498674611351	0.238845106865332	1.39996250360054	0.172284885561589
224	4	2	PARX	377.11941760106	1.35525406969186	0	-81.3380177994539	67.5276920607572	-1.0292515434857	-0.915792654945698	0.407269254937982	1.01050977078899	0.332956127480518	-0.00666150568518353	0.407269254937982	1.46592931118443	0.332956127480518
224	4	2	RIDGE	407.367122479444	0.911873350498613	-17.8628555296114	-91.9607584498698	36.0908926730391	-1.24828220438939	-1.10898805151466	0.253482464237022	1.11966395667299	0.412085081826988	-0.0814135280130086	0.253482464237022	1.5162584976129	0.412085081826988
224	4	3	PAR	525.030847902069	0.069485826553214	0	0	0	-4.94572847677174	-4.4523007874932	0.0319725671563993	2.10733224801093	-0.163098241139175	-0.833004760111036	0.0319725671563993	2.03442342457569	-0.163098241139175
224	4	3	PARX	531.77676286163	0.125860521499793	0	-67.8930843201297	63.0413310763493	-6.83562002331024	-6.20334749828698	0.514449478717018	2.38546698262821	-0.241264222431057	-0.774154040340161	0.514449478717018	2.17095105800788	-0.241264222431057
224	4	3	RIDGE	514.05145269339	0.047393661316281	-20.7797109672708	-46.6413143424739	13.3471944569018	-5.01805954007974	-4.52509040878377	0.179747641243113	2.10635281509621	-0.155938103554187	-0.754435589623435	0.179747641243113	2.03394265162176	-0.155938103554187
224	4	4	PAR	434.321741820966	-0.0297487029719699	0	0	0	-4.85239871482561	-4.36821530372002	0.0362367454608496	2.08749867064635	-0.127653600378501	-0.744646925809998	0.0362367454608496	1.91834124512176	-0.127653600378501
224	4	4	PARX	432.520601794382	-0.0178859172079019	-20.1677884550126	-147.552363533756	0	-4.97794070692031	-4.45998481310174	0.330993394315544	2.15907458054768	0.470062037022536	-0.27694151562751	0.330993394315544	1.9498292221652	0.470062037022536
224	4	4	RIDGE	423.940538857824	-0.0314050055423853	-16.6556275896351	-79.1210446850038	5.54119387597195	-4.93180268606985	-4.42957215262496	0.184901696767202	2.12604675419052	0.337182643606155	-0.40659063383632	0.184901696767202	1.93529948108943	0.337182643606155
224	4	5	PAR	101.081061022977	0.263219979553894	0	0	0	-1.17508536215217	-1.08692106049865	0.875369062995844	0.938958474340139	0.320432247495018	0.222068984196227	0.875369062995844	1.35753526350038	0.320432247495018
224	4	5	PARX	167.966378091755	0.214737450943923	11.5812959867916	-54.3973177259323	0	-1.79217227351391	-1.71249882234976	1.25530527459676	0.89259986087912	0.26289502445297	0.149103465799736	1.25530527459676	1.33988289704088	0.26289502445297
224	4	5	RIDGE	193.47772952787	0.148251193358925	9.51368921205021	-59.963212021965	7.06354597569465	-1.91141909993119	-1.79729296895246	1.03810086529507	1.0682983243398	0.203073594029463	0.104445705019295	1.03810086529507	1.40678510640022	0.203073594029463
